"12648","MALMESBURY CEMETERY, WESTERN CAPE","South Africa","-33.45381, 18.70347"
"12653","CAPE TOWN (MUIZENBURG) CEMETERY","South Africa","-34.09048, 18.48016"
"12661","CAPE TOWN (PLUMSTEAD) CEMETERY","South Africa","-34.02633, 18.4764"
"12662","PORT ELIZABETH (NORTH END) CEMETERY","South Africa","-33.83778, 25.56267"
"12663","PORT ELIZABETH (SOUTH END) CEMETERY","South Africa","-33.97419, 25.62525"
"12666","QUEENSTOWN CEMETERY, EASTERN CAPE","South Africa","-31.88852, 26.86619"
"12669","ROBERTSON CEMETERY","South Africa","-33.79608, 19.87675"
"12675","SIMON'S TOWN (DIDO VALLEY) CEMETERY","South Africa","-34.1703, 18.42953"
"12681","UITENHAGE (JUBILEE PARK) CEMETERY","South Africa","-33.76152, 25.38352"
"12682","UPINGTON (STATION) CEMETERY","South Africa","-28.45339, 21.23996"
"12684","VRYBURG CEMETERY","South Africa","-26.96892, 24.72991"
"12688","CAPE TOWN (MAITLAND) CEMETERY","South Africa","-33.91592, 18.52805"
"12689","CAPE TOWN (WYNBERG, CHURCH STREET) CEMETERY","South Africa","-34.00393, 18.46673"
"13700","ATHERTON OLD CEMETERY","Australia","-17.29344, 145.47207"
"13701","AUGATHELLA CEMETERY","Australia","-25.80559, 146.57977"
"13702","AYR CEMETERY, QUEENSLAND","Australia","-19.56538, 147.38918"
"13703","BACK PLAINS CEMETERY","Australia","-27.91217, 151.79691"
"13704","BALD HILLS AND SANDGATE CEMETERY","Australia","-27.31825, 153.03477"
"13705","BEERBURRUM CEMETERY","Australia","-26.95299, 152.95554"
"13706","BOWEN GENERAL CEMETERY","Australia","-20.00029, 148.23308"
"13707","BRISBANE GENERAL (TOOWONG) CEMETERY","Australia","-27.47798, 152.98477"
"13708","BROOKFIELD CEMETERY, QUEENSLAND","Australia","-27.49295, 152.91101"
"13709","BULIMBA CEMETERY","Australia","-27.46971, 153.06599"
"13710","BUNDABERG GENERAL CEMETERY","Australia","-24.88445, 152.32353"
"13711","CABOOLTURE CEMETERY","Australia","-27.08506, 152.94032"
"13712","CAIRNS CEMETERY","Australia","-16.91269, 145.75444"
"13713","CALLIOPE CEMETERY","Australia","-24.01016, 151.20934"
"13714","CHAPEL HILL METHODIST CEMETERY","Australia","-27.50767, 152.95308"
"13715","CHARLESTON CEMETERY, QUEENSLAND","Australia","-18.56534, 143.58449"
"13716","CHARTERS TOWERS CEMETERY","Australia","-20.0455, 146.24707"
"13717","CHINCHILLA OLD CEMETERY","Australia","-26.73987, 150.63061"
"13718","CLONCURRY CEMETERY","Australia","-20.69875, 140.50333"
"13719","COOKTOWN CEMETERY","Australia","-15.4775, 145.24183"
"13720","CROWS NEST CEMETERY","Australia","-27.2506, 152.05299"
"13721","DALBY CEMETERY","Australia","-27.18364, 151.28476"
"13722","DEGILBO CEMETERY","Australia","-25.47727, 151.99963"
"13723","DIRRANBANDI GENERAL CEMETERY","Australia","-28.56296, 148.2415"
"13724","DUARINGA CEMETERY","Australia","-23.71325, 149.6687"
"13725","FOREST HILL CEMETERY","Australia","-27.56085, 152.34462"
"13726","FRANCIS LOOKOUT PRIVATE CEMETERY, SHERWOOD","Australia","-27.53644, 152.97627"
"13727","GATTON CEMETERY","Australia","-27.57085, 152.27574"
"13728","GAYNDAH CEMETERY","Australia","-25.63104, 151.61432"
"13729","GIN GIN GENERAL CEMETERY","Australia","-24.99606, 151.94934"
"13730","GLADSTONE CEMETERY, QUEENSLAND","Australia","-23.86679, 151.23949"
"13731","GLENEAGLE ROMAN CATHOLIC CEMETERY","Australia","-27.94688, 152.98669"
"13732","GOODNA CEMETERY","Australia","-27.61615, 152.88635"
"13733","GYMPIE CEMETERY","Australia","-26.17405, 152.65203"
"13734","HALIFAX CEMETERY","Australia","-18.5848, 146.28766"
"13735","HARRISVILLE CEMETERY","Australia","-27.80375, 152.69086"
"13736","HERBERTON CEMETERY","Australia","-17.39438, 145.37889"
"13737","HODGSON CEMETERY","Australia","-26.54739, 148.62444"
"13738","HOWARD CEMETERY","Australia","-25.30602, 152.54868"
"13739","HUGHENDEN GENERAL CEMETERY","Australia","-20.84067, 144.17271"
"13740","IPSWICH GENERAL CEMETERY, QUEENSLAND","Australia","-27.63041, 152.75972"
"13741","JANDOWAE CEMETERY","Australia","-26.77747, 151.12387"
"13742","KILLARNEY CEMETERY, QUEENSLAND","Australia","-28.34792, 152.27403"
"13743","LONGREACH CEMETERY","Australia","-23.44896, 144.26149"
"13744","BRISBANE (LUTWYCHE) CEMETERY","Australia","-27.3997, 153.0295"
"13745","MACKAY CEMETERY","Australia","-21.14574, 149.16461"
"13746","MARYBOROUGH CEMETERY","Australia","-25.51457, 152.67488"
"13747","MILES GENERAL CEMETERY","Australia","-26.64757, 150.19115"
