http://en.wikipedia.org/wiki/First_Battle_of_Kut,First_Battle_of_Kut,1,1,"32.505556, 45.824722"
http://en.wikipedia.org/wiki/First_Battle_of_the_Aisne,First_Battle_of_the_Aisne,144,85,"49.433611, 2.846944"
http://en.wikipedia.org/wiki/First_Battle_of_the_Isonzo,First_Battle_of_the_Isonzo,96,63,"45.8, 13.533333"
http://en.wikipedia.org/wiki/First_Battle_of_the_Marne,First_Battle_of_the_Marne,1036,568,"48.815833, 2.411111"
http://en.wikipedia.org/wiki/First_Battle_of_the_Masurian_Lakes,First_Battle_of_the_Masurian_Lakes,161,104,"54.733333, 20.483333"
http://en.wikipedia.org/wiki/First_Battle_of_the_Somme_(1918),First_Battle_of_the_Somme_(1918),2,1,"50.221111, 1.566667"
http://en.wikipedia.org/wiki/First_Battle_of_Ypres,First_Battle_of_Ypres,846,257,"50.8641, 2.8956"
http://en.wikipedia.org/wiki/First_Ostend_Raid,First_Ostend_Raid,55,22,"51.233333, 2.916667"
http://en.wikipedia.org/wiki/First_Suez_Offensive,First_Suez_Offensive,113,69,"30.705, 32.344167"
http://en.wikipedia.org/wiki/First_Transjordan_attack_on_Amman_(1918),First_Transjordan_attack_on_Amman_(1918),661,22,"31.933333, 35.933333"
http://en.wikipedia.org/wiki/Fourth_Battle_of_the_Isonzo,Fourth_Battle_of_the_Isonzo,41,29,"45.8, 13.533333"
http://en.wikipedia.org/wiki/Kerensky_Offensive,Kerensky_Offensive,137,97,"49.0883, 24.6886"
http://en.wikipedia.org/wiki/Lake_Naroch_Offensive,Lake_Naroch_Offensive,63,50,"54.8525, 26.749722"
http://en.wikipedia.org/wiki/Landing_at_Anzac_Cove,Landing_at_Anzac_Cove,340,187,"40.246111, 26.277778"
http://en.wikipedia.org/wiki/Landing_at_Cape_Helles,Landing_at_Cape_Helles,150,75,"40.0431, 26.1753"
http://en.wikipedia.org/wiki/Landing_at_Suvla_Bay,Landing_at_Suvla_Bay,93,55,"40.3031, 26.23"
http://en.wikipedia.org/wiki/Latvian_War_of_Independence,Latvian_War_of_Independence,287,88,"57, 25"
http://en.wikipedia.org/wiki/Lithuanian_Wars_of_Independence,Lithuanian_Wars_of_Independence,225,77,"54.683333, 25.316667"
http://en.wikipedia.org/wiki/Maritz_Rebellion,Maritz_Rebellion,99,58,"-26.645833, 15.153889"
http://en.wikipedia.org/wiki/Meuse-Argonne_Offensive,Meuse-Argonne_Offensive,504,309,"49.15, 4.966667"
http://en.wikipedia.org/wiki/Monastir_Offensive,Monastir_Offensive,84,20,"41.6, 21.7"
http://en.wikipedia.org/wiki/Naval_operations_in_the_Dardanelles_Campaign,Naval_operations_in_the_Dardanelles_Campaign,376,181,"40.2, 26.4"
http://en.wikipedia.org/wiki/Night_action_at_the_Battle_of_Jutland,Night_action_at_the_Battle_of_Jutland,34,21,"56, 3"
http://en.wikipedia.org/wiki/Ninth_Battle_of_the_Isonzo,Ninth_Battle_of_the_Isonzo,46,29,"45.8, 13.533333"
http://en.wikipedia.org/wiki/Nivelle_Offensive,Nivelle_Offensive,187,90,"49.443128, 3.710289"
http://en.wikipedia.org/wiki/October_Revolution,October_Revolution,1882,1165,"59.95, 30.316667"
http://en.wikipedia.org/wiki/Operation_Albion,Operation_Albion,105,63,"58.416667, 22.5"
http://en.wikipedia.org/wiki/Otranto_Barrage,Otranto_Barrage,84,53,"40.633333, 17.933333"
http://en.wikipedia.org/wiki/Raid_on_Scarborough*_Hartlepool_and_Whitby,Raid_on_Scarborough*_Hartlepool_and_Whitby,100,57,"54.2773, -0.4017"
http://en.wikipedia.org/wiki/Raid_on_Yarmouth,Raid_on_Yarmouth,52,29,"52.6, 1.7"
